kp_uav,kp_patch,raw_matches,good_matches,good_ratio,homography_inliers,homography_ratio,num_3d2d_corr,pnp_inliers_anchor,pnp_ratio_anchor,anchor_easting_est,anchor_northing_est,anchor_altitude_est,anchor_easting_delta,anchor_northing_delta,anchor_altitude_delta,anchor_yaw_est,anchor_pitch_est,anchor_roll_est,anchor_yaw_delta,anchor_pitch_delta,anchor_roll_delta,pnp_inliers_prior,pnp_ratio_prior,prior_easting_est,prior_northing_est,prior_altitude_est,prior_easting_delta,prior_northing_delta,prior_altitude_delta,prior_yaw_est,prior_pitch_est,prior_roll_est,prior_yaw_delta,prior_pitch_delta,prior_roll_delta,gps_easting,gps_northing,gps_altitude,imu_yaw,imu_pitch,imu_roll,image_id,filename
1000,1000,51,6,0.11764705882352941,5,0.8333333333333334,6,5,0.8333333333333334,445673.3278869715,5696618.01672061,467.0925287200331,18.0536231797887,10.63075558282435,-7.300537686216899,-130.21319282702893,-21.39366036838841,-8.762169386524585,-99.4545902888933,-24.300391641422635,-11.623967369475793,5,0.8333333333333334,445628.82488948427,5696617.79718538,463.89388543233986,-26.449374307470862,10.411220353096724,-10.499180973910143,99.10849065067478,19.5682382159004,25.83574230144632,129.86709318881037,16.66150694286617,22.973944318495114,445655.27426379174,5696607.385965027,474.39306640625,-30.75860253813563,2.9067312730342367,2.861797982951212,404,frame_000404.png
1000,1000,61,6,0.09836065573770492,5,0.8333333333333334,6,5,0.8333333333333334,445605.2871312859,5696606.795916382,466.314840156857,-29.90539312484907,4.912310665473342,-8.099466483768026,155.52437627874602,30.6928364824272,-3.6455743452653984,-50.72075686679119,29.53728904109431,-2.941390304936533,5,0.8333333333333334,445638.1456293947,5696592.316319591,464.4240727572734,2.9531049839570187,-9.567286125384271,-9.990233883351607,-30.092133614225396,-37.23715509828014,-0.5266365397232192,123.6627332402374,-38.392702539613026,0.17754750060566948,445635.1925244107,5696601.883605717,474.414306640625,-153.7548668544628,1.155547441332882,-0.7041840403288748,636,frame_000636.png
1000,1000,43,6,0.13953488372093023,4,0.6666666666666666,6,5,0.8333333333333334,445665.46094657225,5696590.742919381,492.5324088995579,9.121900455153082,-0.03399273566901684,18.159758753073504,88.50924250523424,1.135641306093773,2.307195560320386,115.97792762530946,-1.5009174940862806,-1.6169607798673837,5,0.8333333333333334,445665.4609465793,5696590.7429193985,492.53240889539967,9.121900462196209,-0.03399271797388792,18.159758748915294,88.50924250749834,1.1356413426960874,2.3071955470502186,115.97792762757354,-1.500917457483979,-1.6169607931375367,445656.3390461171,5696590.776912116,474.3726501464844,-27.46868512007523,2.6365588001800595,3.924156340187761,710,frame_000710.png
1000,1000,48,7,0.14583333333333334,6,0.8571428571428571,7,6,0.8571428571428571,445642.83304475393,5696513.215666506,472.7309632410863,-13.209516003902536,-76.45026518125087,-1.6895995030543531,-118.80993898421745,22.86693099933213,11.502030059424246,-11.347954231375269,19.16849936272709,10.02690984069767,6,0.8571428571428571,445661.979781186,5696586.139057333,466.16086729263446,5.937220428138971,-3.5268743550404906,-8.259695451506161,-95.41670160381204,-15.27116596464969,-28.470101739040956,12.045283149030126,-18.96959760125472,-29.945221957767558,445656.04256075784,5696589.665931688,474.4205627441406,-107.46198475284218,3.698431636605035,1.4751202187265895,764,frame_000764.png
1000,1000,61,6,0.09836065573770492,5,0.8333333333333334,6,5,0.8333333333333334,445651.1447126074,5696592.779970407,467.49615368709937,-3.7548102540895343,6.606652306392789,-6.9339000238381345,-89.72115811003698,-17.86827973216856,-10.263230506128146,17.491452570003503,-20.250126365194404,-11.102368678256369,5,0.8333333333333334,445651.66856884194,5696591.916570405,466.40787178852145,-3.2309540195274167,5.743252304382622,-8.022181922416053,-89.46502214417356,-19.994302880756653,-11.678916888174381,17.747588535866953,-22.376149513782508,-12.5180550603026,445654.89952286147,5696586.1733181,474.4300537109375,-107.2126106800405,2.381846633025856,0.8391381721282227,772,frame_000772.png
1000,1000,60,6,0.1,6,1.0,6,5,0.8333333333333334,445669.4902857437,5696604.753204745,463.29767859898624,15.321077815780882,20.146929626353085,-11.477345815076262,-168.79270140441687,-7.000346908188336,-29.771132401021685,-60.79737125625428,-7.980546535729502,-29.118581890254575,5,0.8333333333333334,445647.8898043258,5696595.73369877,464.25401691786533,-6.279403602122329,11.127423651516438,-10.521007496197171,-114.4188794575259,-9.822210879192365,-26.970374596087883,-6.423549309363295,-10.802410506733537,-26.31782408532078,445654.16920792795,5696584.606275119,474.7750244140625,-107.9953301481626,0.9801996275411753,-0.6525505107671112,782,frame_000782.png
1000,1000,59,7,0.11864406779661017,5,0.7142857142857143,7,5,0.7142857142857143,445639.8267184882,5696621.414737699,471.4779008648375,-14.552647904260084,36.843736111186445,-3.2811628558656025,-136.11300094640745,-2.4648540820272946,-20.704930059440432,-27.546771505755117,-3.600914232165678,-23.17814604935137,5,0.7142857142857143,445634.1431652955,5696597.948343797,470.6887061824134,-20.236201096966397,13.377342209219933,-4.070357538289727,-111.62244510262158,5.058862161986889,-19.959162330010564,-3.0562156619692473,3.922802011848489,-22.432378319921497,445654.37936639244,5696584.571001587,474.7590637207031,-108.56622944065234,1.136060150138389,2.4732159899109365,795,frame_000795.png
1000,1000,57,6,0.10526315789473684,4,0.6666666666666666,6,5,0.8333333333333334,445651.31225443335,5696568.775647863,461.8903908265073,-3.22032614069758,-16.893210746347904,-12.92421488638331,146.37758733064177,25.83557897897414,27.885961983613594,-105.20519843800389,23.913321844565672,27.15238369726373,5,0.8333333333333334,445648.8441307998,5696573.393196875,465.2791146955923,-5.688449774228502,-12.275661733932793,-9.535491017298341,-49.92859651328949,-8.361601769826986,-23.65847767295798,58.48861771806486,-10.283858904235473,-24.39205595930784,445654.53258057404,5696585.668858609,474.8146057128906,-108.41721423135434,1.9222571344084767,0.7335782863498695,834,frame_000834.png
1000,1000,53,8,0.1509433962264151,7,0.875,8,6,0.75,445646.2598054947,5696564.710351274,459.9521090652341,-8.249032496882137,-20.85586868133396,-14.875832829297224,145.41769671249335,24.118611255526222,32.86605508128942,-106.42446691520684,21.34019650994898,34.950380742928246,6,0.75,445647.339542992,5696580.8350726,461.44157851335467,-7.169294999563135,-4.731147355400026,-13.386363381176636,-71.39765939738824,-14.844964370510999,-32.38626539339777,36.76017697491159,-17.623379116088245,-30.30193973175895,445654.50883799157,5696585.566219956,474.8279418945313,-108.15783637229984,2.7784147455772517,-2.084325661638833,863,frame_000863.png
1000,1000,52,6,0.11538461538461539,5,0.8333333333333334,6,5,0.8333333333333334,445655.9711149274,5696569.739018596,464.49560149475957,1.5651213929522783,-15.867093837819993,-10.331791083365431,156.2746800132806,19.107668197195483,21.361779783481023,-95.4216700937427,16.024119149242978,22.665208227917162,5,0.8333333333333334,445655.4587834577,5696570.175353275,464.7589552782823,1.0527899232693017,-15.430759158916771,-10.068437299842685,-26.022268056467944,-15.27659959925569,-20.250046689389407,82.28138183650879,-18.360148647208177,-18.94661824495327,445654.4059935344,5696585.606112434,474.827392578125,-108.3036498929767,3.083549047952498,-1.3034284444361453,866,frame_000866.png
1000,1000,43,6,0.13953488372093023,6,1.0,6,5,0.8333333333333334,445627.29480539553,5696566.375611243,461.0168884244125,-27.20953369990457,-19.303104628808796,-13.790118411524986,138.53083949745792,25.50675855417755,25.42051315476842,-113.45799374713175,21.866247995528113,24.87382988511419,5,0.8333333333333334,445623.8123551538,5696591.407323604,465.6397570521128,-30.691983941651415,5.7286077328026295,-9.167249783824673,-72.6546071930899,-16.123987816469157,-22.073416229120276,35.356559562320456,-19.764498375118592,-22.620099498774522,445654.50433909544,5696585.678715872,474.8070068359375,-108.01116675541034,3.640510558649448,0.5466832696542406,883,frame_000883.png
1000,1000,50,6,0.12,5,0.8333333333333334,6,5,0.8333333333333334,445649.2048629228,5696569.830604279,464.34456928403716,-5.376963652612176,-15.760067489929497,-10.475438040181643,151.95636953725673,29.510994059794257,14.645285361215967,-99.15205833224928,27.26871635686686,16.91248150196273,5,0.8333333333333334,445648.59097005025,5696573.170683163,466.4974013062013,-5.990856525138952,-12.419988606125116,-8.322606018017495,-42.06814522725526,-12.307749738006214,-17.50391856185884,66.82342690323873,-14.550027440933604,-15.236722421112091,445654.5818265754,5696585.590671769,474.8200073242188,-108.891572130494,2.2422777029273986,-2.2671961407467527,907,frame_000907.png
1000,1000,37,7,0.1891891891891892,5,0.7142857142857143,7,5,0.7142857142857143,445640.22599890234,5696609.072950504,459.1431118560562,-14.371873437950853,23.471102175302804,-15.664779989646945,70.2189999417113,20.48490513694918,32.07250662985923,178.13494112351532,18.209961784964435,31.035028885937976,5,0.7142857142857143,445645.5502226884,5696596.601229819,465.09904563971816,-9.047649651882239,10.999381490051746,-9.708846205984969,-97.52755331688239,-16.97407800895927,-21.06985240445777,10.38838786492164,-19.249021360944,-22.10733014837902,445654.5978723403,5696585.6018483285,474.8078918457031,-107.91594118180403,2.274943351984735,1.0374777439212386,931,frame_000931.png
1000,1000,61,6,0.09836065573770492,4,0.6666666666666666,6,5,0.8333333333333334,445630.5470809795,5696599.991235594,466.49039370228775,-4.574425056925975,-2.1830031471326947,-10.877770360212253,132.82424560631452,24.62637944172924,18.2795064862209,-79.25238461392308,25.11100169521265,18.659643671007302,5,0.8333333333333334,445629.8292923458,5696598.335846854,471.20420130945377,-5.292213690641802,-3.838391887024045,-6.163962753046235,-40.22547521765097,-13.292890620229995,-11.054104480542003,107.6978945621114,-12.808268366746574,-10.673967295755602,445635.12150603643,5696602.174238741,477.3681640625,-147.9233697797624,-0.4846222534834178,-0.38013718478641273,1273,frame_001273.png
