filename,gps_latitude,gps_longitude,gps_altitude,cluster
frame_000000.png,0.0,0.0,0.0,C
frame_000001.png,51.41841304754961,8.21874487595559,464.4290161132813,F
frame_000002.png,51.418413055978,8.218744923718786,464.4281921386719,F
frame_000003.png,51.41841304331966,8.218744818149434,464.4299621582031,F
frame_000004.png,51.41841302867159,8.218744827141132,464.43255615234375,F
frame_000005.png,51.41841307474216,8.218744885871628,464.4279174804688,F
frame_000006.png,51.41841305988338,8.218744884275793,464.428466796875,F
frame_000007.png,51.41841307594719,8.218744934432255,464.42584228515625,F
frame_000008.png,51.41841304328174,8.218744922706007,464.4212951660156,F
frame_000009.png,51.418413038758594,8.218744918196998,464.421630859375,F
frame_000010.png,51.41841305552612,8.21874494184659,464.420654296875,F
frame_000011.png,51.418413080196935,8.218744867565253,464.42919921875,F
frame_000012.png,51.41841305007758,8.218744882261662,464.4286193847656,F
frame_000013.png,51.418413059024594,8.218744862322625,464.42425537109375,F
frame_000014.png,51.418413070767,8.218744900513071,464.4291687011719,F
frame_000015.png,51.41841308049492,8.218744918255647,464.43017578125,F
frame_000016.png,51.41841308567541,8.218744921173014,464.4292297363281,F
frame_000017.png,51.4184130872035,8.218744912802496,464.4284362792969,F
frame_000018.png,51.418413073484864,8.218744868612815,464.432373046875,F
frame_000019.png,51.41841309392885,8.21874491462043,464.4318237304688,F
frame_000020.png,51.41841309443906,8.218744887813436,464.4324951171875,F
frame_000021.png,51.41841305119253,8.218744866555824,464.4302978515625,F
frame_000022.png,51.41841307872192,8.218744872885543,464.4305114746094,F
frame_000023.png,51.41841305630408,8.218744867508734,464.4353942871094,F
frame_000024.png,51.41841306568551,8.218744874331756,464.4324951171875,F
frame_000025.png,51.4184130773256,8.218744874011623,464.43206787109375,F
frame_000026.png,51.41841309355547,8.2187449074556,464.4293518066406,F
frame_000027.png,51.41841309084931,8.218744897156952,464.4324035644531,F
frame_000028.png,51.41841309104937,8.218744891649262,464.4351501464844,F
frame_000029.png,51.41841303864216,8.218744828760224,464.4344177246094,F
frame_000030.png,51.41841307346233,8.218744872361642,464.428955078125,F
frame_000031.png,51.4184130874316,8.218744870487267,464.4311218261719,F
frame_000032.png,51.41841309603659,8.218744868987747,464.4320068359375,F
frame_000033.png,51.41841309387594,8.21874484833762,464.4263000488281,F
frame_000034.png,51.418413094585055,8.218744864665503,464.4274597167969,F
frame_000035.png,51.41841305170608,8.218744884726208,464.4285278320313,F
frame_000036.png,51.4184130555459,8.218744887094864,464.4258728027344,F
frame_000037.png,51.41841307496668,8.218744901381376,464.4233093261719,F
frame_000038.png,51.41841305595039,8.218744854906666,464.430908203125,F
frame_000039.png,51.41841307437419,8.21874485955811,464.4306945800781,F
frame_000040.png,51.4184130883241,8.218744884817543,464.4312133789063,F
frame_000041.png,51.418413067174704,8.21874485540174,464.4259338378906,F
frame_000042.png,51.41841306502783,8.218744824351148,464.4278564453125,F
frame_000043.png,51.41841305257394,8.218744812842445,464.4245910644531,F
frame_000044.png,51.418413085584575,8.218744884340287,464.4254760742188,F
frame_000045.png,51.4184130739532,8.218744906259094,464.4259948730469,F
frame_000046.png,51.41841305940028,8.21874488531002,464.42816162109375,F
frame_000047.png,51.4184130446231,8.218744929582533,464.4247741699219,F
frame_000048.png,51.4184131095831,8.21874490946753,464.43267822265625,F
frame_000049.png,51.41841307759358,8.218744917755721,464.42913818359375,F
frame_000050.png,51.41841306301514,8.218744911065585,464.4326477050781,F
frame_000051.png,51.418413066445474,8.218744908408885,464.4261169433594,F
frame_000052.png,51.41841306930561,8.218744895246209,464.4288330078125,F
frame_000053.png,51.41841307810394,8.218744960848216,464.4329528808594,F
frame_000054.png,51.4184131182754,8.218745220060107,464.4293823242188,F
frame_000055.png,51.41841363966511,8.218748232289341,464.7630310058594,F
frame_000056.png,51.418413691002826,8.218748466130382,464.8330993652344,F
frame_000057.png,51.418413813450265,8.21874854847943,464.8967590332031,F
frame_000058.png,51.41841444888011,8.218748507499155,465.3735046386719,F
frame_000059.png,51.41841443946692,8.218748362896036,465.4646911621094,F
frame_000060.png,51.41841443244496,8.218748254395384,465.5653381347656,F
frame_000061.png,51.41841430786971,8.21874802553648,465.678466796875,F
frame_000062.png,51.41841422591729,8.2187476970478,465.9188537597656,F
frame_000063.png,51.41841413998883,8.218747695231746,466.064453125,F
frame_000064.png,51.41841416168795,8.218747604023894,466.2011413574219,F
frame_000065.png,51.41841416404953,8.218747638227885,466.3529357910156,F
frame_000066.png,51.41841435266349,8.218747665050234,466.7972412109375,F
frame_000067.png,51.41841446703781,8.218747834141112,466.98046875,F
frame_000068.png,51.418421477456455,8.218766049937637,467.96875,F
frame_000069.png,51.41842857394067,8.218784859843034,468.51263427734375,F
frame_000070.png,51.418431050612455,8.218791393667976,468.72857666015625,F
frame_000071.png,51.41843352493934,8.218797989939038,468.9305419921875,F
frame_000072.png,51.41844078703806,8.218817528359114,469.5274353027344,F
frame_000073.png,51.41844311440874,8.21882361181404,469.73834228515625,F
frame_000074.png,51.41844535545493,8.21882946397549,469.9603576660156,F
frame_000075.png,51.41844903640346,8.218839034330696,470.2864685058594,F
frame_000076.png,51.418450976352126,8.218843319992576,470.6960754394531,F
frame_000077.png,51.4184515602101,8.218844702025512,470.8135070800781,F
frame_000078.png,51.41845227329425,8.218846456411615,470.9413146972656,F
frame_000079.png,51.41845250178779,8.218846977931959,470.9492492675781,F
frame_000080.png,51.41845264567751,8.21884729470765,470.9425659179688,F
frame_000081.png,51.41845271227136,8.218847425757385,470.934814453125,F
frame_000082.png,51.41845256677723,8.218847312656552,470.9334411621094,F
frame_000083.png,51.418452530546375,8.218847338872797,470.93206787109375,F
frame_000084.png,51.41845255169536,8.218847486001374,470.93072509765625,F
frame_000085.png,51.41845272571928,8.21884789312868,470.9278564453125,F
frame_000086.png,51.418452873415525,8.21884825508363,470.9259948730469,F
frame_000087.png,51.41845317168186,8.218849049492034,470.9159240722656,F
frame_000088.png,51.418453505339386,8.218849724878867,470.9231872558594,F
frame_000089.png,51.41845354657118,8.218849912707537,470.9200439453125,F
frame_000090.png,51.41845356666157,8.218850030077997,470.9206848144531,F
frame_000091.png,51.41845345336056,8.218850438275073,470.9162292480469,F
frame_000092.png,51.41845339370779,8.218850641159856,470.9088745117188,F
frame_000093.png,51.41845335841075,8.21885082641929,470.9090881347656,F
frame_000094.png,51.41845315872831,8.218850904701815,470.9059448242188,F
frame_000095.png,51.418453131843975,8.21885106148926,470.89739990234375,F
frame_000096.png,51.41845318656159,8.218851027347375,470.9046020507813,F
frame_000097.png,51.4184532751764,8.218851014600936,470.90277099609375,F
frame_000098.png,51.41845334716851,8.2188510075838,470.8896484375,F
frame_000099.png,51.41845342533583,8.21885097881289,470.8840942382813,F
frame_000100.png,51.418453929958034,8.218851048602996,470.86614990234375,F
frame_000101.png,51.41845399999429,8.21885071360077,470.8790588378906,F
frame_000102.png,51.41845401338399,8.218850495278721,470.88275146484375,F
frame_000103.png,51.41845401430209,8.218850331696874,470.8826599121094,F
frame_000104.png,51.418453990845705,8.218850180520821,470.88092041015625,F
frame_000105.png,51.41845391959808,8.218849972611604,470.8839111328125,F
frame_000106.png,51.41845372428617,8.218849518686898,470.8938903808594,F
frame_000107.png,51.41845391570858,8.218849313559083,470.8946533203125,F
frame_000108.png,51.4184539562411,8.218849210880332,470.8951110839844,F
frame_000109.png,51.41845395660883,8.218849021201109,470.9009094238281,F
frame_000110.png,51.41845385947522,8.21884872064143,470.8979187011719,F
frame_000111.png,51.418453636923104,8.218848625206153,470.8868713378906,F
frame_000112.png,51.418453485547104,8.218848576421886,470.9002380371094,F
frame_000113.png,51.418453460070175,8.218848714483055,470.9155883789063,F
frame_000114.png,51.41845329333277,8.21884891276606,470.9291687011719,F
frame_000115.png,51.41845307820436,8.218848860129109,470.9328308105469,F
frame_000116.png,51.4184530651255,8.218848032965754,470.9469909667969,F
frame_000117.png,51.41845319072712,8.21884726873331,470.945556640625,F
frame_000118.png,51.41845323019561,8.218846967357265,470.92724609375,F
frame_000119.png,51.418453196619325,8.218846808896851,470.922607421875,F
frame_000120.png,51.41845317704858,8.21884658961954,470.9172058105469,F
