kp_uav,kp_patch,raw_matches,good_matches,good_ratio,homography_inliers,homography_ratio,num_3d2d_corr,pnp_inliers_anchor,pnp_ratio_anchor,anchor_easting_est,anchor_northing_est,anchor_altitude_est,anchor_easting_delta,anchor_northing_delta,anchor_altitude_delta,anchor_yaw_est,anchor_pitch_est,anchor_roll_est,anchor_yaw_delta,anchor_pitch_delta,anchor_roll_delta,reproj_error_anchor_mean,reproj_error_anchor_std,pnp_inliers_prior,pnp_ratio_prior,prior_easting_est,prior_northing_est,prior_altitude_est,prior_easting_delta,prior_northing_delta,prior_altitude_delta,prior_yaw_est,prior_pitch_est,prior_roll_est,prior_yaw_delta,prior_pitch_delta,prior_roll_delta,reproj_error_prior_mean,reproj_error_prior_std,gps_easting,gps_northing,gps_altitude,imu_yaw,imu_pitch,imu_roll,image_id,filename
8000,8000,132,84,0.6363636363636364,84,1.0,84,81,0.9642857142857143,445665.9596151206,5696601.523550306,474.18396820674553,0.5255655340733938,0.07773444522172213,-0.17266021122327402,-31.78028855486138,2.4448031810026474,-3.945248790886558,-1.3920862045115996,0.0569658713412764,-10.706965278680826,0.5511052,0.32133958,81,0.9642857142857143,445665.9596151206,5696601.523550306,474.183968206746,0.5255655340733938,0.07773444522172213,-0.17266021122281927,-31.780288554861677,2.444803180999551,-3.9452487909038982,-1.3920862045119122,0.05696587133817843,-10.706965278698164,0.5511052,0.32133958,445665.43404958653,5696601.445815861,474.3566284179688,-30.388202350349772,2.387837309661369,6.7617164877942715,444,frame_000444.png
8000,8000,114,83,0.7280701754385965,83,1.0,83,81,0.9759036144578314,445665.90750790236,5696601.475694342,474.19709233463624,0.46788459416711703,0.022201580926775932,-0.15996332942626168,-31.639300711619732,1.6387043250601074,-3.6042951325053774,-1.4587037738646416,-0.18614895820718402,-9.580537619317198,0.52240294,0.3648335,81,0.9759036144578314,445665.9075079042,5696601.475694342,474.1970923347672,0.4678845960297622,0.022201580926775932,-0.15996332929529444,-31.639300711194174,1.6387043332325306,-3.6042951252649496,-1.4587037734390833,-0.18614895003477727,-9.580537612076768,0.52240294,0.3648335,445665.4396233082,5696601.453492761,474.3570556640625,-30.1805969377551,1.824853283267304,5.976242486811822,445,frame_000445.png
8000,8003,118,96,0.8135593220338984,96,1.0,96,94,0.9791666666666666,445665.98573348357,5696601.492753077,474.2033693897946,0.5140796284540556,0.02460488025099039,-0.15112279770539772,-31.33036508432666,0.8136868205340533,-4.265178399861546,-1.3268299408299242,0.22646964793347024,-10.959729841318705,0.5420772,0.39234936,94,0.9791666666666666,445665.98573348357,5696601.492753077,474.2033693897949,0.5140796284540556,0.02460488025099039,-0.1511227977051135,-31.33036508433283,0.8136868204196366,-4.265178399940588,-1.3268299408360917,0.22646964781904444,-10.959729841397746,0.5420772,0.39234936,445665.4716538551,5696601.468148197,474.3544921875,-30.003535143496734,0.5872171726005941,6.694551441457162,446,frame_000446.png
8000,8000,123,99,0.8048780487804879,99,1.0,99,99,1.0,445665.97252953966,5696601.506675344,474.2098711922745,0.4689048093277961,0.03110396023839712,-0.15112123936614807,-31.908596510127925,-0.033094377349179735,-4.782095350458983,-1.466586043663682,-0.41607725829345554,-11.967211212646845,0.551483,0.27803323,99,1.0,445665.9725295397,5696601.506675344,474.20987119225595,0.46890480938600376,0.03110396023839712,-0.15112123938467903,-31.90859651015649,-0.033094376135807096,-4.782095351404849,-1.4665860436922458,-0.4160772570800759,-11.96721121359272,0.551483,0.27803323,445665.50362473034,5696601.475571384,474.3609924316406,-30.442010466464232,0.38298288094427796,7.185115862187872,447,frame_000447.png
8000,8000,120,93,0.775,93,1.0,93,93,1.0,445666.09191216883,5696601.515981276,474.20438002696653,0.5245009069913067,0.020684429444372654,-0.14065171131477427,-32.17596654718064,-0.35227044878745023,-4.480213113061549,-1.5116271669481876,0.011128729736213927,-11.589958317771504,0.539813,0.3021539,93,1.0,445666.0919121682,5696601.515981277,474.2043800270805,0.5245009063510224,0.020684431307017803,-0.14065171120080322,-32.17596654644292,-0.35227045734892337,-4.480213106653581,-1.5116271662104737,0.011128721174742395,-11.589958311363517,0.539813,0.3021539,445665.56741126184,5696601.495296846,474.3450317382813,-30.66433938023246,-0.3633991785236638,7.109745204709945,448,frame_000448.png
8000,8001,120,91,0.7583333333333333,91,1.0,91,91,1.0,445666.08037440665,5696601.4943624325,474.2038251484525,0.5047545367269777,0.0021111350506544113,-0.1444414531100051,-32.253990300107326,-1.0557386687267505,-4.580297881962809,-1.4740762762891677,-0.1540741946743367,-11.493239503704217,0.5649884,0.33644372,91,1.0,445666.08037440665,5696601.4943624325,474.203825148453,0.5047545367269777,0.0021111350506544113,-0.14444145310949352,-32.25399030011103,-1.05573866889722,-4.580297882012382,-1.474076276292891,-0.1540741948448101,-11.493239503753784,0.5649884,0.33644372,445665.5756198699,5696601.492251297,474.3482666015625,-30.779914023818147,-0.9016644740524197,6.912941621741397,449,frame_000449.png
8000,8000,120,93,0.775,93,1.0,93,93,1.0,445666.0476763719,5696601.483486423,474.20186673425513,0.4718782548443414,-0.0026961341500282288,-0.1442331192604911,-32.099885263586664,0.22076647578632172,-2.958036507466192,-1.3798189398781915,-0.0017527702316897376,-8.185209748654756,0.57891613,0.30596575,93,1.0,445666.0476763719,5696601.483486423,474.201866734247,0.4718782548443414,-0.0026961341500282288,-0.1442331192686197,-32.099885263603795,0.22076647602783114,-2.9580365076648913,-1.3798189398953298,-0.0017527699901620508,-8.185209748853453,0.57891613,0.30596575,445665.57579811703,5696601.486182557,474.3460998535156,-30.720066323708462,0.22251924601800108,5.227173241188569,450,frame_000450.png
8000,8000,131,99,0.7557251908396947,99,1.0,99,98,0.98989898989899,445666.0754804205,5696601.495471844,474.1912866117578,0.5037026481586508,0.020619668066501617,-0.16036744097658584,-32.514293245990416,-0.4524642769780477,-2.2723409188481742,-1.4574073662123226,-0.12224836444210041,-7.216734454397624,0.51976347,0.29025593,98,0.98989898989899,445666.0754804207,5696601.495471845,474.19128661167076,0.5037026483914815,0.020619668997824192,-0.16036744106361311,-32.51429324554986,-0.45246427829956104,-2.2723409142730686,-1.4574073657717577,-0.12224836576362463,-7.216734449822525,0.51976347,0.29025593,445665.57177777233,5696601.474852176,474.3516540527344,-31.056885879778104,-0.3302159125359417,4.94439353554945,451,frame_000451.png
8000,8000,129,97,0.751937984496124,97,1.0,97,97,1.0,445666.0258430595,5696601.43197124,474.18425669680227,0.46909927460365,-0.013452020473778248,-0.15100941647904165,-32.82523032573683,-1.0415638076286264,-2.147528025506131,-1.385524601657238,-0.003647007472693531,-6.6314948101752975,0.49850318,0.3195335,97,1.0,445666.02584305755,5696601.431971241,474.1842566967975,0.4690992726245895,-0.013452019542455673,-0.1510094164838165,-32.82523032583598,-1.0415638192678756,-2.147528028578436,-1.385524601756373,-0.003647019111951977,-6.631494813247599,0.49850318,0.3195335,445665.5567437849,5696601.44542326,474.3352661132813,-31.439705724079598,-1.03791680015592,4.483966784669158,452,frame_000452.png
8000,8001,131,102,0.7786259541984732,102,1.0,102,101,0.9901960784313726,445666.04690871,5696601.439171898,474.17598948948523,0.49514918617205694,0.010425196960568428,-0.15244068629607455,-32.47621998237864,-0.3913897323091948,-1.9094693341491513,-1.431708414985195,-0.16378552238043653,-6.441070887260793,0.5238071,0.35123092,101,0.9901960784313726,445666.04690870666,5696601.439171899,474.17598948950405,0.49514918285422027,0.010425197891891003,-0.15244068627725937,-32.476219982973106,-0.39138975058916897,-1.9094693416558162,-1.4317084155796636,-0.1637855406604274,-6.441070894767478,0.5238071,0.35123092,445665.5517595238,5696601.428746701,474.3284301757813,-31.04451156739344,-0.2276042099287468,4.531601553111651,453,frame_000453.png
8000,8000,106,80,0.7547169811320755,80,1.0,80,80,1.0,445666.06424269435,5696601.435050705,474.1685545841485,0.5175449395319447,0.025356560945510864,-0.16015024983585135,-32.40982576208767,-0.18588883827243508,-1.2635229243551767,-1.3566849301197692,0.033620875370900194,-5.212160888205148,0.49318394,0.2969127,80,1.0,445666.0642426944,5696601.435050706,474.1685545841215,0.5175449395901524,0.02535656187683344,-0.16015024986285198,-32.409825761935906,-0.18588883896025968,-1.2635229227381461,-1.3566849299680257,0.033620874683066404,-5.212160886588123,0.49318394,0.2969127,445665.5466977548,5696601.4096941445,474.3287048339844,-31.05314083196789,-0.21950971364333424,3.948637963849981,454,frame_000454.png
8001,8000,131,92,0.7022900763358778,92,1.0,92,92,1.0,445666.0584187217,5696601.376778138,474.16554220702096,0.5098787165479735,-0.017598899081349373,-0.16218606446341255,-32.308727629382645,-0.876316792004758,-1.5359687517334086,-1.356215337925363,-0.1698264088868484,-5.513540381696373,0.5779889,0.33102086,92,1.0,445666.05841872166,5696601.376778138,474.1655422070254,0.5098787164897658,-0.017598899081349373,-0.16218606445897876,-32.30872762936234,-0.8763167926519875,-1.5359687516811757,-1.3562153379050699,-0.169826409534096,-5.513540381644162,0.5779889,0.33102086,445665.54854000517,5696601.394377037,474.3277282714844,-30.95251229145728,-0.7064903831179048,3.977571629962978,455,frame_000455.png
8000,8001,120,83,0.6916666666666667,83,1.0,83,76,0.9156626506024096,445666.40206547215,5696599.525194251,473.9524906154308,0.8350069192238152,-1.825896610505879,-0.36586875956919584,-32.3886335253249,5.492258680494228,-10.151651727554048,-1.7609650624311826,7.401292185647435,-14.727405961365207,3.4232748,2.0206454,76,0.9156626506024096,445666.08993594116,5696601.339317599,474.16993800433556,0.522877388226334,-0.011773262172937393,-0.14842137066443684,-31.990476740210312,-1.7623467887560942,-2.124740265959831,-1.362808277316617,0.14668671639711306,-6.700494499770997,0.5655822,0.31067872,445665.56705855293,5696601.3510908615,474.318359375,-30.62766846289371,-1.909033505153207,4.5757542338111605,456,frame_000456.png
8000,8000,115,82,0.7130434782608696,82,1.0,82,79,0.9634146341463414,445666.0339925471,5696601.307491368,474.1823106960114,0.45929044019430876,-0.020679042674601078,-0.13852060281669765,-31.93058205102428,-2.2775634975642816,-1.2299630896446347,-1.3548695996050242,-0.22570831536370406,-4.717083357126199,0.6153055,0.4109884,79,0.9634146341463414,445666.03399373224,5696601.307494444,474.1823107558279,0.4592916253604926,-0.020675966516137123,-0.13852054300019745,-31.930579614742538,-2.2775670837416184,-1.2299441939545313,-1.354867163323263,-0.22571190154101828,-4.717064461436081,0.6153045,0.4109893,445665.5747021069,5696601.32817041,474.3208312988281,-30.57571245141926,-2.0518551822005877,3.487120267481562,457,frame_000457.png
8000,8000,130,100,0.7692307692307693,100,1.0,100,99,0.99,445666.0416482448,5696601.307241715,474.19005068474775,0.46507179853506386,-0.0012668222188949585,-0.1420110828303791,-31.946720479836657,-1.6386009409069968,-0.9263961897794948,-1.3476503911391546,-0.23843215399364226,-4.21734829503572,0.55232555,0.3611493,99,0.99,445666.0416482448,5696601.307241715,474.19005068475826,0.46507179853506386,-0.0012668222188949585,-0.14201108281986308,-31.946720479953676,-1.6386009402154877,-0.9263961907937747,-1.3476503912561668,-0.23843215330214207,-4.217348296050005,0.55232555,0.3611493,445665.57657644624,5696601.308508537,474.3320617675781,-30.599070088697502,-1.4001687869133588,3.2909521052562245,458,frame_000458.png
8000,8001,112,80,0.7142857142857143,80,1.0,80,80,1.0,445666.0823986177,5696601.304594388,474.1953295468804,0.5059508022968657,0.019104907289147377,-0.14991581444775193,-31.979132515258172,-2.1036572919071856,-0.9581188196814069,-1.3071489177022215,-0.14006166111843754,-4.501668499985243,0.5714556,0.37409642,80,1.0,445666.0823986173,5696601.304594389,474.1953295468561,0.5059508018894121,0.01910490822046995,-0.14991581447202407,-31.97913251527214,-2.1036572944623257,-0.9581188199805732,-1.307148917716205,-0.14006166367357764,-4.50166850028441,0.5714556,0.37409642,445665.5764478154,5696601.285489481,474.3452453613281,-30.67198359755594,-1.963595630788737,3.5435496803038244,459,frame_000459.png
8001,8001,119,84,0.7058823529411765,84,1.0,84,80,0.9523809523809523,445666.1421543888,5696601.254048557,474.2033250051023,0.5493172405986115,0.012750387191772461,-0.15202167458522808,-32.01415011072134,-1.4888466133477323,-2.0566947539365525,-1.325609982089702,0.1631922812173343,-6.714642743610909,0.5274928,0.34740114,80,0.9523809523809523,445666.14215438877,5696601.254048557,474.2033250050923,0.5493172405404039,0.012750387191772461,-0.15202167459517568,-32.014150110844675,-1.488846613158203,-2.056694754918319,-1.3256099822130523,0.16319228140685027,-6.71464274459268,0.5274928,0.34740114,445665.59283714823,5696601.24129817,474.3553466796875,-30.688540128631626,-1.652038894565057,4.65794798967437,460,frame_000460.png
8000,8000,129,102,0.7906976744186046,102,1.0,102,102,1.0,445666.1158058509,5696601.201990966,474.2097543377747,0.5073211840353906,-0.026358955539762974,-0.14543975402216347,-32.076512645466366,-2.9605049587287167,-2.196789948606323,-1.3364454551286542,0.026955358498611304,-6.589431493303579,0.5808835,0.39369515,102,1.0,445666.1158058509,5696601.201990967,474.2097543377763,0.5073211840353906,-0.0263589546084404,-0.14543975402057185,-32.07651264545559,-2.9605049588336825,-2.1967899485396525,-1.3364454551178824,0.02695535839364993,-6.589431493236901,0.5808835,0.39369515,445665.60848466685,5696601.228349921,474.3551940917969,-30.74006719033771,-2.9874603172273195,4.392641544697252,461,frame_000461.png
8002,8001,123,95,0.7723577235772358,95,1.0,95,93,0.9789473684210527,445666.14011046756,5696601.196102337,474.2077973335079,0.5156460950965993,-0.01523946039378643,-0.1428801567264486,-32.007577823519576,-4.205459276270481,-1.4116472960245585,-1.345201909383377,-0.07147234847829509,-5.141146747443855,0.54061085,0.38429528,93,0.9789473684210527,445666.1401104676,5696601.196102337,474.2077973335056,0.515646095154807,-0.01523946039378643,-0.14288015672877918,-32.007577823514275,-4.205459275938678,-1.4116472959680628,-1.345201909378062,-0.07147234814647163,-5.141146747387353,0.54061085,0.38429528,445665.62446437246,5696601.211341797,474.3506774902344,-30.662375914136206,-4.133986927792196,3.7294994514192834,462,frame_000462.png
8000,8000,98,83,0.8469387755102041,83,1.0,83,82,0.9879518072289156,445666.1194418975,5696601.16228981,474.2050424132702,0.4725059609627351,-0.017171128652989864,-0.1345266785266972,-32.216038292957435,-4.171181122110517,-1.1831458863334507,-1.3333391584379228,-0.16402731278873262,-4.539434500704516,0.549677,0.39570525,82,0.9879518072289156,445666.11944189755,5696601.16228981,474.20504241327166,0.4725059610209428,-0.017171128652989864,-0.13452667852521927,-32.21603829293195,-4.171181121913083,-1.1831458861852338,-1.3333391584124286,-0.164027312591287,-4.539434500556297,0.549677,0.39570525,445665.64693593653,5696601.179460939,474.3395690917969,-30.882699134519516,-4.007153809321791,3.3562886143710675,463,frame_000463.png
8000,8000,123,97,0.7886178861788617,97,1.0,97,95,0.979381443298969,445666.13316861546,5696601.174243624,474.2019679727655,0.4839476550114341,0.003587888553738594,-0.1302769002813875,-32.20240832895095,-3.6060308211952723,-1.746976520848706,-1.3565893184597542,-0.20374994729294826,-5.861473767396774,0.58650774,0.355456,95,0.979381443298969,445666.1331686153,5696601.174243624,474.2019679727594,0.4839476548368111,0.003587888553738594,-0.13027690028746974,-32.202408329110014,-3.6060308217886683,-1.746976522057025,-1.356589318618802,-0.2037499478863367,-5.861473768605094,0.58650774,0.355456,445665.64922096045,5696601.170655736,474.3322448730469,-30.8458190104912,-3.40228087390232,4.114497246548081,464,frame_000464.png
8000,8001,113,93,0.8230088495575221,93,1.0,93,93,1.0,445666.1503514568,5696601.171571397,474.19562879504366,0.5009829426417127,0.011509767733514309,-0.14021715222196462,-31.901887230553154,-3.648171116782277,-1.30127575734584,-1.3237502636079057,-0.11809581635696986,-5.047942716878794,0.57375646,0.40326068,93,1.0,445666.1503514503,5696601.171571399,474.19562879547277,0.5009829361806624,0.011509769596159458,-0.14021715179285366,-31.90188723105107,-3.648171154545129,-1.3012757667149144,-1.3237502641057972,-0.11809585411981516,-5.047942726247868,0.57375646,0.40326068,445665.64936851413,5696601.1600616295,474.3358459472656,-30.57813696694526,-3.530075300425319,3.746666959532966,465,frame_000465.png
8000,8000,120,91,0.7583333333333333,91,1.0,91,89,0.978021978021978,445668.14727038733,5696596.376313007,472.1640228559842,2.501811868743971,-4.780351406894624,-2.168191499484635,-25.86160789093405,22.470470080400048,-23.206872178443017,4.501003432220983,25.5859615599486,-27.393372896037874,22.520052,13.510932,89,0.978021978021978,445666.1156530274,5696601.173549193,474.1948996082005,0.47019450878724456,0.01688477862626314,-0.13731474726830584,-31.66883302495157,-3.252333235417726,-1.8079047200544418,-1.3062217017965452,-0.13684175586917036,-5.994405437649306,0.554139,0.36086038,445665.6454585186,5696601.156664414,474.3322143554688,-30.362611323155036,-3.1154914795485453,4.186500717594871,466,frame_000466.png
8000,8001,117,92,0.7863247863247863,92,1.0,92,90,0.9782608695652174,445666.11973636836,5696601.204428277,474.1915022825129,0.4971083819982596,0.05027909856289625,-0.1448624635808642,-31.497352210073895,-3.017280629078104,-0.7422775976369428,-1.311617928662514,-0.18771471872605616,-4.1180396661169425,0.49805272,0.28973675,90,0.9782608695652174,445666.1197363692,5696601.204428265,474.1915022828532,0.4971083828131668,0.05027908645570278,-0.14486246324054264,-31.49735221847824,-3.0172805906468336,-0.7422776518020189,-1.3116179370668704,-0.1877146802947891,-4.118039720282013,0.49805272,0.28973675,445665.62262798636,5696601.154149178,474.33636474609375,-30.18573428141138,-2.829565910352057,3.375762068479995,467,frame_000467.png
8000,8000,115,81,0.7043478260869566,81,1.0,81,80,0.9876543209876543,445666.0820695694,5696601.162667044,474.18378613780095,0.4771455230657011,0.0014227060601115227,-0.15154101063654934,-31.65135389279421,-2.261627280021008,-2.1275013847994972,-1.270567137497153,-0.09081773424625794,-6.571561058892399,0.54606664,0.3599862,80,0.9876543209876543,445666.082069569,5696601.162667044,474.1837861378327,0.4771455226582475,0.0014227060601115227,-0.15154101060477387,-31.651353892798898,-2.2616272829984,-2.1275013849723035,-1.270567137501871,-0.09081773722365938,-6.571561059065203,0.54606664,0.3599862,445665.6049240463,5696601.161244338,474.3353271484375,-30.38078675529704,-2.170809545774753,4.444059674092891,468,frame_000468.png
8000,8000,104,79,0.7596153846153846,79,1.0,79,73,0.9240506329113924,445666.0854204193,5696601.250517639,474.17919851494355,0.5007174120983109,0.06430644821375608,-0.14514230536894956,-31.53351435730464,-2.669074927835542,-2.4292652676960644,-1.2331159208495706,-0.08008136843645275,-7.430219523594673,0.58144945,0.36107388,73,0.9240506329113924,445666.0854204185,5696601.250517638,474.17919851508213,0.5007174112834036,0.06430644728243351,-0.1451423052303653,-31.533514357897882,-2.6690749303386347,-2.4292652723752814,-1.233115921442817,-0.0800813709395527,-7.430219528273881,0.58144945,0.36107388,445665.5847030072,5696601.186211191,474.3243408203125,-30.30039843645506,-2.5889935593990843,5.000954255898598,469,frame_000469.png
8000,8000,98,74,0.7551020408163265,74,1.0,74,73,0.9864864864864865,445666.0602077881,5696601.287133639,474.1695048403768,0.514276618079748,0.05220298934727907,-0.1584980893106831,-31.209251612228744,-0.8997959238957104,-2.5511725536305105,-1.2490044790997388,0.10007757312786225,-7.7096109478474375,0.49749213,0.28578153,73,0.9864864864864865,445666.0602077931,5696601.287133654,474.1695048392559,0.5142766230856068,0.052203004248440266,-0.15849809043157848,-31.209251602618846,-0.8997959425159792,-2.5511724656811303,-1.2490044694898472,0.10007755450760669,-7.709610859898049,0.49749213,0.28578153,445665.54593117,5696601.234930649,474.3280029296875,-29.960247133129002,-0.9998734970235804,5.158438394216922,470,frame_000470.png
8001,8000,109,85,0.7798165137614679,85,1.0,85,84,0.9882352941176471,445666.049855866,5696601.322790295,474.1689922968919,0.5158502529375255,0.0633635614067316,-0.15144227342062777,-31.423519510772326,-0.8082342930297122,-3.057887188754205,-1.2675952851220416,0.06756382594883803,-8.79410327371329,0.5705878,0.3424935,84,0.9882352941176471,445666.0498558866,5696601.322790271,474.1689922960863,0.5158502735430375,0.06336353719234467,-0.1514422742262127,-31.423519520809247,-0.8082341204855902,-3.05788724221858,-1.2675952951589693,0.06756399849294326,-8.794103327177652,0.5705878,0.3424935,445665.53400561307,5696601.2594267335,474.3204345703125,-30.15592422565029,-0.8757981189785365,5.736216084959079,471,frame_000471.png
8000,8000,110,91,0.8272727272727273,91,1.0,91,91,1.0,445666.03534471325,5696601.355544632,474.16973110662224,0.5057869199663401,0.06767076533287764,-0.14441684259656995,-31.272734160539322,-0.4205842831753092,-3.0969909508551567,-1.2194457219535195,-0.09970732093142942,-8.810992599868001,0.5512798,0.28140837,91,1.0,445666.0353447132,5696601.355544635,474.1697311065451,0.5057869199081324,0.06767076812684536,-0.14441684267370647,-31.27273415944911,-0.4205842900038224,-3.0969909404344387,-1.2194457208632912,-0.09970732775994406,-8.810992589447295,0.5512798,0.28140837,445665.5295577933,5696601.287873867,474.3141479492188,-30.053288438585806,-0.32087696224388357,5.7140016490128485,472,frame_000472.png
8001,8000,111,81,0.7297297297297297,81,1.0,81,80,0.9876543209876543,445666.01677207294,5696601.373992101,474.1678486529775,0.5122924463939853,0.04913993086665869,-0.1602763470224886,-30.99204785445602,0.3684820906637385,-3.4478443668449383,-1.2416011317683058,0.0542024542336037,-9.416628967644385,0.5501339,0.37028757,80,0.9876543209876543,445666.0167720723,5696601.373992103,474.16784865284785,0.512292445753701,0.04913993272930384,-0.16027634715214845,-30.992047853347906,0.3684820802284992,-3.447844356089638,-1.2416011306602002,0.054202443798374134,-9.41662895688907,0.5501339,0.37028757,445665.50447962654,5696601.32485217,474.328125,-29.750446722687705,0.3142796364301251,5.9687846007994345,473,frame_000473.png
8000,8000,95,80,0.8421052631578947,80,1.0,80,70,0.875,445666.0125497393,5696601.468401415,474.18521684192564,0.4980242725578137,0.11015881597995758,-0.12948042369936275,-31.05885293565247,-3.8136318907220077,-4.670291859540915,-1.279894644472762,-0.255149415568269,-12.124074015334202,0.48191598,0.29593936,70,0.875,445666.01254973904,5696601.468401417,474.18521684196253,0.49802427232498303,0.11015881784260273,-0.12948042366247137,-31.05885293459372,-3.813631896046869,-4.67029185326152,-1.2798946434139964,-0.25514942089310466,-12.124074009054823,0.48191598,0.29593936,445665.5145254667,5696601.358242599,474.314697265625,-29.778958291179713,-3.558482475153753,7.453782155793288,474,frame_000474.png
8000,8001,91,74,0.8131868131868132,74,1.0,74,74,1.0,835804.6794304007,9431433.785427907,-3037618.57876462,390139.1637964538,3734832.4167918293,-3038092.888945284,170.5277674891128,-18.057501805597376,44.89357136640613,-159.53144382996516,-14.816470506675358,37.99303649491523,242.1478,138.53497,74,1.0,445666.00661463424,5696601.438757311,474.2057925618177,0.49098068731836975,0.07012123242020607,-0.10438810224479766,-31.212549216584502,-3.342977873626348,-4.314278433198049,-1.2717605356624233,-0.10194657470432844,-11.21481330468896,0.6489382,0.46497047,445665.5156339469,5696601.368636078,474.3101806640625,-29.940788680922083,-3.241031298922026,6.9005348714909,475,frame_000475.png
8000,8000,95,69,0.7263157894736842,69,1.0,69,67,0.9710144927536232,445665.9868749963,5696601.445730852,474.21912910931684,0.5191961781820282,0.0551806865260005,-0.14326713091753618,-31.285275432830687,-0.4213592462106462,-3.189023278847604,-1.26378121722135,0.09436756057306184,-9.039124775615676,0.4488708,0.24909504,67,0.9710144927536232,445665.986874997,5696601.445730848,474.21912910944354,0.5191961788805202,0.0551806828007102,-0.1432671307908322,-31.285275434698704,-0.42135923188298036,-3.1890232947180346,-1.263781219089367,0.09436757490072978,-9.039124791486103,0.4488708,0.24909504,445665.4676788181,5696601.390550165,474.3623962402344,-30.02149421560933,-0.5157268067837062,5.850101496768074,476,frame_000476.png
8000,8000,121,80,0.6611570247933884,80,1.0,80,80,1.0,445665.9095420746,5696601.474324417,474.23255655295833,0.4706306376028806,0.0729831624776125,-0.15178182594797818,-30.86679168219009,2.119677083480623,-2.1208477863078756,-1.1665332392182393,-0.10463623611133244,-6.841367931420848,0.4920453,0.2862114,80,1.0,445665.9095420745,5696601.474324417,474.2325565529575,0.4706306374864653,0.0729831624776125,-0.15178182594883083,-30.866791682083637,2.119677081790418,-2.1208477851197203,-1.1665332391117715,-0.10463623780154307,-6.841367930232707,0.4920453,0.2862114,445665.438911437,5696601.401341255,474.3843383789063,-29.70025844297186,2.224313319591949,4.720520145112973,477,frame_000477.png
8000,8000,104,71,0.6826923076923077,71,1.0,71,71,1.0,445665.86552438093,5696601.413323263,474.24143454898865,0.45817631180398166,0.008276229724287987,-0.16182472835509998,-31.647688059628617,0.6558598072771451,-2.883469002256221,-1.3048450996939494,-0.036460810220773965,-8.075045112739247,0.5192248,0.30356398,71,1.0,445665.86552438035,5696601.413323263,474.2414345489522,0.45817631122190505,0.008276229724287987,-0.1618247283915366,-31.647688059744166,0.6558598046312802,-2.883469004006373,-1.3048450998094836,-0.03646081286663616,-8.075045114489399,0.5192248,0.30356398,445665.40734806913,5696601.405047033,474.40325927734375,-30.34284295993468,0.6923206174979217,5.191576110483037,478,frame_000478.png
8002,8000,49,42,0.8571428571428571,42,1.0,42,42,1.0,445627.14621287707,5696623.074025082,313.2161566043793,-38.23268798436038,21.66580448579043,-161.1891168331207,152.29908731161208,-28.97815405516508,-10.293913801954144,178.15147938050404,-15.68403180995395,-24.535214321166052,243.01753,148.71013,42,1.0,445665.8462887265,5696601.4165437315,474.19751412157353,0.4673878650646657,0.00832313485443592,-0.20775931592646657,-27.292553426556957,-13.516948820636122,-13.191253091861546,-1.4401613576649765,-0.22282657542498896,-27.432553611073445,0.62241733,0.3548108,445665.3789008614,5696601.408220597,474.4052734375,-25.85239206889197,-13.294122245211131,14.241300519211897,479,frame_000479.png
8000,8000,111,94,0.8468468468468469,94,1.0,94,94,1.0,-10607074.167610561,-10190070.67917978,-12730049.17529674,-11052739.487731865,-15886671.84755031,-12730523.60208507,143.92137464935976,-4.081160921459533,-48.43512533691835,122.19621414743062,-9.154714170673799,-45.44079569924929,309.51334,132.97926,94,1.0,445665.6920415819,5696601.4993757,474.184512305771,0.3719202788779512,0.3310051690787077,-0.2422760243071025,20.066353682215354,5.371375529669401,5.34489310592451,-1.658806819713817,0.2978222804551365,8.339222743593552,0.58892447,0.3207673,445665.320121303,5696601.168370531,474.4267883300781,21.725160501929164,5.0735532492142745,-2.9943296376690416,480,frame_000480.png
8002,8000,105,84,0.8,84,1.0,84,83,0.9880952380952381,445669.8948749744,5696605.7702415725,472.1301599420117,4.517514856997877,4.608467380516231,-2.2751134954883128,44.63996686115922,33.160432687744546,8.918792478105777,-0.5380476885361247,37.346359458400315,16.17543300366094,16.661938,14.469095,83,0.9880952380952381,445665.6185854257,5696601.708989597,474.223453552919,0.24122530833119527,0.54721540492028,-0.18181988458098886,42.752989781377075,-4.0115486824776285,9.525671433975363,-2.4250247683182806,0.1743780881781447,16.782311959530546,0.55095273,0.27599818,445665.3773601174,5696601.161774192,474.4052734375,45.17801454969534,-4.185926770655762,-7.256640525555174,481,frame_000481.png
8000,8000,115,95,0.8260869565217391,95,1.0,95,94,0.9894736842105263,445665.4986405029,5696601.937742655,474.2361323138735,0.04406415193807334,0.6821415331214666,-0.16898853573587758,64.62737537377473,-0.15465919184101756,10.833132931166789,-4.994060823167047,-0.41961350344459447,18.559399715513564,0.4899396,0.2587026,94,0.9894736842105263,445665.4986405041,5696601.937742656,474.2361323137414,0.044064153102226555,0.6821415340527892,-0.16898853586798168,64.62737537445676,-0.1546591812761421,10.833132928470777,-4.994060822485039,-0.41961349287970506,18.559399712817566,0.4899396,0.2587026,445665.454576351,5696601.255601122,474.4051208496094,69.62143619694179,0.26495431160356353,-7.7262667843467865,482,frame_000482.png
